grid,velocity,T,density,Y_C2H4,Y_O2,Y_CO2,Y_CO,Y_H2O,Y_H2,Y_N2
0.0155,7.013461993926931,2387.622638267362,0.1421929110993758,0.0,0.0155171732684001,0.1471750620646273,0.015463424999154441,0.09902689736432282,0.00046762610757135624,0.722349816195924
0.01575,7.021169706605748,2390.30429814477,0.14203680472632985,0.0,0.015234088435717144,0.14639484415066675,0.015949630362850204,0.09963219190859586,0.0004149697395273379,0.7223742754026428
0.016,7.025392917167097,2391.8121229045596,0.1419514135248756,0.0,0.015074442446065978,0.14593556104087835,0.01623708627992281,0.09998467072134452,0.0003830305027211754,0.7223852090090672
0.017,7.028983313275183,2393.156796730581,0.1418788898292853,0.0,0.014931479166096176,0.1455035838317162,0.0165089743188117,0.10031284163712502,0.000351371217652375,0.7223917498285984
0.018000000000000002,7.029728358827199,2393.443642675695,0.14186384639422114,0.0,0.014900875113098722,0.14540849509349513,0.01656897970088717,0.10038459285712521,0.0003442296135846633,0.7223928276218091
0.02,7.029895311682622,2393.509696212366,0.14186047376130143,0.0,0.01489374483085782,0.14538608801830596,0.016583149476950873,0.10040149746391772,0.00034250343916834765,0.7223930167707994
0.022,7.029912997771703,2393.5168452801295,0.14186011576337076,0.0,0.014892893987511839,0.14538354841552714,0.016584755727046097,0.10040346046199433,0.00034230302565475194,0.7223930383822659
0.024,7.029913155314227,2393.517117394737,0.14186011213850588,0.0,0.014892773737592844,0.14538331896643075,0.016584901563456145,0.10040368780504426,0.000342278739835136,0.722393039187641
0.032,7.029905664207617,2393.5148209956023,0.14186026280357117,0.0,0.01489265153881283,0.14538351940682698,0.016584774583332473,0.10040374302106035,0.00034227283129900833,0.7223930386186684
0.04,7.029905662843933,2393.5148209956023,0.1418602628034214,0.0,0.014892651541712518,0.145383519435134,0.01658477458656163,0.10040374304060956,0.0003422728313656509,0.7223930385646168
